MPN,Manufacturer,Description,Symbol,Footprint,Resistance,Voltage,Power,Tolerance,Temperature Coefficient,Type,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
0402WGF0000TCE,Uniroyal Electronics Industry,0R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,0R,50V,62.5mW,±1%,±800ppm/°C,Thick Film,Compliant,303-0402WGF0000TCE,Basic,C17168,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF0000T5E,Uniroyal Electronics Industry,0R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,0R,75V,100mW,±1%,±800ppm/°C,Thick Film,Compliant,303-0603WAF0000T5E,Basic,C21189,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F0000T5E,Uniroyal Electronics Industry,0R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,0R,150V,125mW,±1%,±800ppm/°C,Thick Film,Compliant,303-0805W8F0000T5E,Basic,C17477,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F0000T5E,Uniroyal Electronics Industry,0R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,0R,200V,250mW,±1%,±800ppm/°C,Thick Film,Compliant,303-1206W4F0000T5E,Basic,C17888,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF100KTCE,Uniroyal Electronics Industry,1R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,1R,50V,62.5mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0402WGF100KTCE,Preferred,C25086,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF100KT5E,Uniroyal Electronics Industry,1R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1R,75V,100mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0603WAF100KT5E,Basic,C22936,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F100KT5E,Uniroyal Electronics Industry,1R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1R,200V,250mW,±1%,±200ppm/°C,Thick Film,Compliant,303-1206W4F100KT5E,Basic,C17928,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF200KT5E,Uniroyal Electronics Industry,2R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2R,75V,100mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0603WAF200KT5E,Basic,C22977,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F200KT5E,Uniroyal Electronics Industry,2R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2R,150V,125mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0805W8F200KT5E,Preferred,C17606,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF220KT5E,Uniroyal Electronics Industry,2.2R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.2R,75V,100mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0603WAF220KT5E,Basic,C22939,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F220KT5E,Uniroyal Electronics Industry,2.2R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.2R,150V,125mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0805W8F220KT5E,Basic,C17521,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF470KT5E,Uniroyal Electronics Industry,4.7R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.7R,75V,100mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0603WAF470KT5E,Basic,C23164,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F470KT5E,Uniroyal Electronics Industry,4.7R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.7R,150V,125mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0805W8F470KT5E,Basic,C17675,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F510KT5E,Uniroyal Electronics Industry,5.1R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,5.1R,150V,125mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0805W8F510KT5E,Basic,C17724,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF100JTCE,Uniroyal Electronics Industry,10R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,10R,50V,62.5mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0402WGF100JTCE,Basic,C25077,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF100JT5E,Uniroyal Electronics Industry,10R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,10R,75V,100mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0603WAF100JT5E,Basic,C22859,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F100JT5E,Uniroyal Electronics Industry,10R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,10R,150V,125mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0805W8F100JT5E,Basic,C17415,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F100JT5E,Uniroyal Electronics Industry,10R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,10R,200V,250mW,±1%,±200ppm/°C,Thick Film,Compliant,303-1206W4F100JT5E,Basic,C17903,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF150JT5E,Uniroyal Electronics Industry,15R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,15R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF150JT5E,Preferred,C22810,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F150JT5E,Uniroyal Electronics Industry,15R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,15R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F150JT5E,Preferred,C17480,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF200JT5E,Uniroyal Electronics Industry,20R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,20R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF200JT5E,Basic,C22950,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F200JT5E,Uniroyal Electronics Industry,20R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,20R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F200JT5E,Basic,C17544,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F200JT5E,Uniroyal Electronics Industry,20R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,20R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F200JT5E,Basic,C17955,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF220JTCE,Uniroyal Electronics Industry,22R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,22R,50V,62.5mW,±1%,±200ppm/°C,Thick Film,Compliant,303-0402WGF220JTCE,Basic,C25092,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF220JT5E,Uniroyal Electronics Industry,22R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,22R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF220JT5E,Basic,C23345,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F220JT5E,Uniroyal Electronics Industry,22R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,22R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F220JT5E,Basic,C17561,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F220JT5E,Uniroyal Electronics Industry,22R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,22R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F220JT5E,Basic,C17958,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F270JT5E,Uniroyal Electronics Industry,27R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,27R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F270JT5E,Preferred,C17594,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF330JTCE,Uniroyal Electronics Industry,33R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,33R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF330JTCE,Basic,C25105,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF330JT5E,Uniroyal Electronics Industry,33R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,33R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF330JT5E,Basic,C23140,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F330JT5E,Uniroyal Electronics Industry,33R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,33R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F330JT5E,Basic,C17634,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF470JTCE,Uniroyal Electronics Industry,47R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,47R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF470JTCE,Preferred,C25118,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF470JT5E,Uniroyal Electronics Industry,47R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,47R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF470JT5E,Basic,C23182,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F470JT5E,Uniroyal Electronics Industry,47R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,47R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F470JT5E,Basic,C17714,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF499JTCE,Uniroyal Electronics Industry,49.9R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,49.9R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF499JTCE,Basic,C25120,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF499JT5E,Uniroyal Electronics Industry,49.9R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,49.9R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF499JT5E,Basic,C23185,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F499JT5E,Uniroyal Electronics Industry,49.9R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,49.9R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F499JT5E,Basic,C17720,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF510JT5E,Uniroyal Electronics Industry,51R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,51R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF510JT5E,Basic,C23197,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F510JT5E,Uniroyal Electronics Industry,51R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,51R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F510JT5E,Basic,C17738,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F560JT5E,Uniroyal Electronics Industry,56R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,56R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F560JT5E,Preferred,C17757,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F680JT5E,Uniroyal Electronics Industry,68R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,68R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F680JT5E,Preferred,C17802,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF750JT5E,Uniroyal Electronics Industry,75R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,75R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF750JT5E,Basic,C4275,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F750JT5E,Uniroyal Electronics Industry,75R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,75R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F750JT5E,Preferred,C20638,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF820JT5E,Uniroyal Electronics Industry,82R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,82R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF820JT5E,Preferred,C23255,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1000TCE,Uniroyal Electronics Industry,100R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,100R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1000TCE,Basic,C25076,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1000T5E,Uniroyal Electronics Industry,100R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,100R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1000T5E,Basic,C22775,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1000T5E,Uniroyal Electronics Industry,100R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,100R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1000T5E,Basic,C17408,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1000T5E,Uniroyal Electronics Industry,100R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,100R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1000T5E,Basic,C17901,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1200TCE,Uniroyal Electronics Industry,120R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,120R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1200TCE,Basic,C25079,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1200T5E,Uniroyal Electronics Industry,120R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,120R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1200T5E,Basic,C22787,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1200T5E,Uniroyal Electronics Industry,120R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,120R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1200T5E,Basic,C17437,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1200T5E,Uniroyal Electronics Industry,120R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,120R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1200T5E,Basic,C17909,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1500TCE,Uniroyal Electronics Industry,150R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,150R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1500TCE,Preferred,C25082,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1500T5E,Uniroyal Electronics Industry,150R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,150R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1500T5E,Basic,C22808,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1500T5E,Uniroyal Electronics Industry,150R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,150R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1500T5E,Basic,C17471,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1800T5E,Uniroyal Electronics Industry,180R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,180R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1800T5E,Preferred,C17924,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1800T5E,Uniroyal Electronics Industry,180R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,180R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1800T5E,Preferred,C22828,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF2000TCE,Uniroyal Electronics Industry,200R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,200R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2000TCE,Basic,C25087,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2000T5E,Uniroyal Electronics Industry,200R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,200R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2000T5E,Basic,C8218,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2000T5E,Uniroyal Electronics Industry,200R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,200R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2000T5E,Basic,C17540,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF2200TCE,Uniroyal Electronics Industry,220R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,220R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2200TCE,Basic,C25091,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2200T5E,Uniroyal Electronics Industry,220R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,220R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2200T5E,Basic,C22962,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2200T5E,Uniroyal Electronics Industry,220R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,220R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2200T5E,Basic,C17557,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2400T5E,Uniroyal Electronics Industry,240R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,240R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2400T5E,Preferred,C23350,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2400T5E,Uniroyal Electronics Industry,240R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,240R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2400T5E,Preferred,C17572,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2700T5E,Uniroyal Electronics Industry,270R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,240R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2700T5E,Preferred,C17590,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2700T5E,Uniroyal Electronics Industry,270R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,270R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2700T5E,Basic,C22966,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF3000TCE,Uniroyal Electronics Industry,300R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,300R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3000TCE,Preferred,C25102,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3000T5E,Uniroyal Electronics Industry,300R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,300R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3000T5E,Basic,C23025,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3000T5E,Uniroyal Electronics Industry,300R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,300R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3000T5E,Basic,C17617,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F3000T5E,Uniroyal Electronics Industry,300R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,300R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F3000T5E,Basic,C17887,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF3300TCE,Uniroyal Electronics Industry,330R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,330R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3300TCE,Basic,C25104,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3300T5E,Uniroyal Electronics Industry,330R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,330R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3300T5E,Basic,C23138,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3300T5E,Uniroyal Electronics Industry,330R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,330R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3300T5E,Basic,C17630,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
