MPN,Manufacturer,Description,Symbol,Footprint,Resistance,Voltage,Power,Tolerance,Temperature Coefficient,Type,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
0805W8F1602T5E,Uniroyal Electronics Industry,16k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,16k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1602T5E,Preferred,C17490,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1802T5E,Uniroyal Electronics Industry,18k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,18k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1802T5E,Preferred,C17506,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2002T5E,Uniroyal Electronics Industry,20k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,20k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2002T5E,Basic,C4184,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2002T5E,Uniroyal Electronics Industry,20k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,20k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2002T5E,Basic,C4328,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2202T5E,Uniroyal Electronics Industry,22k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,22k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2202T5E,Basic,C17560,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2402T5E,Uniroyal Electronics Industry,24k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,24k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2402T5E,Basic,C23352,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2402T5E,Uniroyal Electronics Industry,24k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,24k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2402T5E,Basic,C17575,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2702T5E,Uniroyal Electronics Industry,27k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,27k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2702T5E,Basic,C22967,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2702T5E,Uniroyal Electronics Industry,27k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,27k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2702T5E,Basic,C17593,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3002T5E,Uniroyal Electronics Industry,30k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,30k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3002T5E,Basic,C22984,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3002T5E,Uniroyal Electronics Industry,30k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,30k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3002T5E,Basic,C17621,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3302T5E,Uniroyal Electronics Industry,33k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,33k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3302T5E,Basic,C4216,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3302T5E,Uniroyal Electronics Industry,33k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,33k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3302T5E,Basic,C17633,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3602T5E,Uniroyal Electronics Industry,36k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,36k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3602T5E,Preferred,C23147,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3602T5E,Uniroyal Electronics Industry,36k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,36k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3602T5E,Preferred,C4360,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3902T5E,Uniroyal Electronics Industry,39k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,39k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3902T5E,Basic,C23153,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4022T5E,Uniroyal Electronics Industry,40.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,40.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4022T5E,Preferred,C12447,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4302T5E,Uniroyal Electronics Industry,43k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,43k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4302T5E,Preferred,C23172,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4302T5E,Uniroyal Electronics Industry,43k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,43k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4302T5E,Preferred,C17695,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4702T5E,Uniroyal Electronics Industry,47k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,47k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4702T5E,Basic,C17713,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4992T5E,Uniroyal Electronics Industry,49.9k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,49.9k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4992T5E,Basic,C23184,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4992T5E,Uniroyal Electronics Industry,49.9k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,49.9k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4992T5E,Preferred,C17719,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5102T5E,Uniroyal Electronics Industry,51k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,51k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5102T5E,Basic,C23196,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5102T5E,Uniroyal Electronics Industry,51k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,51k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5102T5E,Basic,C17737,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5602T5E,Uniroyal Electronics Industry,56k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,56k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5602T5E,Basic,C23206,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5602T5E,Uniroyal Electronics Industry,56k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,56k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5602T5E,Preferred,C17756,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6202T5E,Uniroyal Electronics Industry,62k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,62k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6202T5E,Preferred,C23221,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6202T5E,Uniroyal Electronics Industry,62k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,62k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6202T5E,Preferred,C17783,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6802T5E,Uniroyal Electronics Industry,68k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,68k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6802T5E,Basic,C23231,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6802T5E,Uniroyal Electronics Industry,68k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,68k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6802T5E,Basic,C17801,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF7502T5E,Uniroyal Electronics Industry,75k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,75k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF7502T5E,Basic,C23242,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F7502T5E,Uniroyal Electronics Industry,75k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,75k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F7502T5E,Preferred,C17819,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF8202T5E,Uniroyal Electronics Industry,82k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,82k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF8202T5E,Basic,C23254,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F8202T5E,Uniroyal Electronics Industry,82k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,82k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F8202T5E,Preferred,C17840,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF9102T5E,Uniroyal Electronics Industry,91k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,91k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF9102T5E,Preferred,C23265,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1003T5E,Uniroyal Electronics Industry,100k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,100k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1003T5E,Basic,C17900,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1203T5E,Uniroyal Electronics Industry,120k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,120k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1203T5E,Preferred,C17436,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1303T5E,Uniroyal Electronics Industry,130k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,130k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1303T5E,Preferred,C22795,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1503T5E,Uniroyal Electronics Industry,150k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,150k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1503T5E,Basic,C22807,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1503T5E,Uniroyal Electronics Industry,150k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,150k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1503T5E,Basic,C17470,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1603T5E,Uniroyal Electronics Industry,160k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,160k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1603T5E,Preferred,C22813,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1803T5E,Uniroyal Electronics Industry,180k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,180k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1803T5E,Preferred,C22827,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1803T5E,Uniroyal Electronics Industry,180k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,180k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1803T5E,Preferred,C17501,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2003T5E,Uniroyal Electronics Industry,200k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,200k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2003T5E,Basic,C17539,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2203T5E,Uniroyal Electronics Industry,220k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,220k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2203T5E,Basic,C22961,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2203T5E,Uniroyal Electronics Industry,220k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,220k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2203T5E,Basic,C17556,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2403T5E,Uniroyal Electronics Industry,240k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,240k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2403T5E,Preferred,C4197,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2703T5E,Uniroyal Electronics Industry,270k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,270k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2703T5E,Preferred,C22965,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2703T5E,Uniroyal Electronics Industry,270k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,270k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2703T5E,Preferred,C17589,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3003T5E,Uniroyal Electronics Industry,300k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,300k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3003T5E,Basic,C23024,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3003T5E,Uniroyal Electronics Industry,300k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,300k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3003T5E,Preferred,C17616,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3303T5E,Uniroyal Electronics Industry,330k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,330k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3303T5E,Basic,C23137,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3303T5E,Uniroyal Electronics Industry,330k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,330k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3303T5E,Preferred,C17629,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3603T5E,Uniroyal Electronics Industry,360k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,360k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3603T5E,Preferred,C23146,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3903T5E,Uniroyal Electronics Industry,390k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,390k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3903T5E,Preferred,C23150,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3903T5E,Uniroyal Electronics Industry,390k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,390k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3903T5E,Preferred,C17656,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4703T5E,Uniroyal Electronics Industry,470k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,470k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4703T5E,Basic,C23178,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4703T5E,Uniroyal Electronics Industry,470k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,470k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4703T5E,Basic,C17709,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF5103TCE,Uniroyal Electronics Industry,510k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,510k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF5103TCE,Preferred,C11616,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5103T5E,Uniroyal Electronics Industry,510k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,510k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5103T5E,Basic,C23192,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5103T5E,Uniroyal Electronics Industry,510k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,510k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5103T5E,Preferred,C17733,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5603T5E,Uniroyal Electronics Industry,560k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,560k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5603T5E,Preferred,C23203,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6803T5E,Uniroyal Electronics Industry,680k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,680k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6803T5E,Preferred,C17797,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF7503T5E,Uniroyal Electronics Industry,750k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,750k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF7503T5E,Preferred,C23240,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1004T5E,Uniroyal Electronics Industry,1M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1004T5E,Basic,C22935,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1004T5E,Uniroyal Electronics Industry,1M 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1M,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1004T5E,Basic,C17514,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1004T5E,Uniroyal Electronics Industry,1M 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1M,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1004T5E,Basic,C17927,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1204T5E,Uniroyal Electronics Industry,1.2M 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1.2M,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1204T5E,Preferred,C22107,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1504T5E,Uniroyal Electronics Industry,1.5M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.5M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1504T5E,Preferred,C4172,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2004T5E,Uniroyal Electronics Industry,2M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2004T5E,Basic,C22976,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2204T5E,Uniroyal Electronics Industry,2.2M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.2M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2204T5E,Preferred,C22938,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3004T5E,Uniroyal Electronics Industry,3M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3004T5E,Preferred,C23156,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4704T5E,Uniroyal Electronics Industry,4.7M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.7M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4704T5E,Preferred,C23163,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5104T5E,Uniroyal Electronics Industry,5.1M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.1M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5104T5E,Preferred,C13320,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1005T5E,Uniroyal Electronics Industry,10M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,10M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1005T5E,Basic,C7250,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
